date,Text,Clean_text,Verdict
1992-10-11,"The problem I have with the Perot prescription is that almost all economists who've looked at it say that if you cut the deficit this much this quick it will increase unemployment, it will slow down the economy.",problem perot prescription almost economists looked say cut deficit much quick increase unemployment slow economy,1
1992-10-11,That's why I think we shouldn't do it that quickly.,think quickly,-1
1992-10-11,"We have a disciplined reduction in the deficit of 50 % over the next 4 years, but first get incentives to invest in this economy, put the American people back to work.",disciplined reduction deficit next years first get incentives invest economy put american people back work,-1
1992-10-11,"I don't think we need 150,000 troops.",think need troops,-1
1992-10-11,"And I simply don't believe we can afford nor do we need to keep 150,000 troops in Europe given how much the Red Army, now under the control of Russia, has been cut, the arms control agreement concluded between Mr. Bush and Mr. Yeltsin, something I have applauded.",simply believe afford need keep troops europe given much red army control russia cut arms control agreement concluded mr bush mr yeltsin something applauded,1
1992-10-11,We're going to have to do some things that are quite costly.,going things quite costly,-1
1992-10-11,"We're going to have to spend more money in the future on military technology and on greater mobility, greater airlift, greater sealift, the B-22 airplane.",going spend money future military technology greater mobility greater airlift greater sealift b airplane,-1
1992-10-11,We never would have got there if we had gone for the nuclear freeze crowd; we never would have got there if we had listened to those that wanted to cut defense spending.,never would got gone nuclear freeze crowd never would got listened wanted cut defense spending,-1
1992-10-11,I think it is important that the US stay in Europe and continue to guarantee the peace.,think important us stay europe continue guarantee peace,-1
1992-10-11,We simply cannot pull back.,simply cannot pull back,-1
1992-10-11,"Now, when anybody has a spending program they want to spend money on at home, they say, well, let's cut money out of the Defense Dept.",anybody spending program want spend money home say well let cut money defense dept,-1
1992-10-11,"I will accept and have accepted the recommendations of 2 proven leaders, General Colin Powell and Secretary Dick Cheney.",accept accepted recommendations proven leaders general colin powell secretary dick cheney,0
1992-10-11,They feel that the levels we're operating at and the reductions that I have proposed are proper.,feel levels operating reductions proposed proper,-1
1992-10-11,And so I simply do not think we should go back to the isolation days and starting blaming foreigners.,simply think go back isolation days starting blaming foreigners,-1
1992-10-11,"We are the sole remaining superpower, and we should be that.",sole remaining superpower,-1
1992-10-11,And we have a certain disproportionate responsibility.,certain disproportionate responsibility,-1
1992-10-11,"But I would ask the American people to understand that if we make imprudent cuts, if we go too far, we risk the peace.",would ask american people understand make imprudent cuts go far risk peace,-1
1992-10-11,And I don't want to do that.,want,-1
1992-10-11,Because of our programs we have been able to significantly cut defense spending.,programs able significantly cut defense spending,1
1992-10-11,"But let's not cut into the muscle, and let's not cut down our insurance policy, which is participation of American forces in NATO, the greatest peace- keeping organization ever made.",let cut muscle let cut insurance policy participation american forces nato greatest peace keeping organization ever made,0
1992-10-11,"Today you've got problems in Europe, still bubbling along even though Europe's gone democracy's route.",today got problems europe still bubbling along even though europe gone democracy route,-1
1992-10-11,We've got to invest and grow.,got invest grow,-1
1992-10-11,"But we are there, and I think this insurance policy is necessary.",think insurance policy necessary,-1
1992-10-11,"If I'm poor and you're rich, and I can get you to defend me, that's good.",poor rich get defend good,-1
1992-10-11,"But when the tables get turned, I ought to do my share.",tables get turned ought share,-1
1992-10-11,"Right now we spend about $300 billion a year on defense, the Japanese spend around 30 billion in Asia, the Germans spend around 30 billion in Europe.",right spend billion year defense japanese spend around billion asia germans spend around billion europe,1
1992-10-11,"For example, Germany will spend a trillion dollars building infrastructure over the next 10 years.",example germany spend trillion dollars building infrastructure next years,1
1992-10-11,It's kind of easy to do if you only have to pick up a $30-billion tab to defend your country.,kind easy pick billion tab defend country,-1
1992-10-11,The European Community is in a position to pay a lot more than they have in the past.,european community position pay lot past,1
1992-10-11,"I agree with the president: when they couldn't, we should have; now that they can, they should.",agree president,-1
1992-10-11,We sort of seem to have a desire to try to stay over there and control it.,sort seem desire try stay control,-1
1992-10-11,"They don't want us to control it, very candidly.",want us control candidly,-1
1992-10-11,"I disagree that we need 150,000 troops to fulfill our role in Europe.",disagree need troops fulfill role europe,-1
1992-10-11,We certainly must maintain an engagement there.,certainly must maintain engagement,-1
1992-10-11,"There are certainly dangers there, there are certainly other trouble spots in the world which are closer to Europe than to the US.",certainly dangers certainly trouble spots world closer europe us,-1
1992-10-11,"But 2 former defense secretaries recently issued a report saying that 100,000 or slightly fewer troops would be enough, including President Reagan's former defense secretary, Mr. Carlucci.",former defense secretaries recently issued report saying slightly fewer troops would enough including president reagan former defense secretary mr carlucci,1
1992-10-11,Many of the military experts whom I consulted on this agreed.,many military experts consulted agreed,0
1992-10-11,"I think it goes with world leadership, and I think the levels we've come up with are just about right.",think goes world leadership think levels come right,-1
1992-10-11,"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.",nobel prize winning economists others including numerous republican democratic business executives endorsed approach offers best hope put america back work get incomes rising instead falling,1
1992-10-11,Your question was on fairness.,question fairness,-1
1992-10-11,I just disagree with Mr. Perot.,disagree mr perot,-1
1992-10-11,And there will be a significant transition.,significant transition,-1
1992-10-11,And it's very important that we not continue to let our industrial base deteriorate.,important continue let industrial base deteriorate,-1
1992-10-11,We had someone who I'm sure regrets said it in the president's staff said he didn't care whether we made potato chips or computer chips.,someone sure regrets said president staff said care whether made potato chips computer chips,0
1992-10-11,"Well, anybody that thinks about it cares a great deal.",well anybody thinks cares great deal,-1
1992-10-11,"Number one, you make more making computer chips than potato chips; and, number 2, 19 out of 20 computer chips that we have in this country now come from Japan.",number one make making computer chips potato chips number computer chips country come japan,1
1992-10-11,We've given away whole industries.,given away whole industries,1
1992-10-11,"So as we phase these industries over, there's a whole of intellectual talent in these industries.",phase industries whole intellectual talent industries,-1
1992-10-11,"A lot of these people in industries can be converted to the industries of tomorrow, and that's where the high-paying jobs are.",lot people industries converted industries tomorrow high paying jobs,-1
1992-10-11,We need to have a very carefully thought through phase-over.,need carefully thought phase,-1
1992-10-11,"Now, see, we practice 19th century capitalism.",see practice th century capitalism,-1
1992-10-11,The rest of the world practices 21st century capitalism.,rest world practices st century capitalism,-1
1992-10-11,"I can't handle that in a minute, but I hope we can get back into it later.",handle minute hope get back later,-1
1992-10-11,"In the rest of the world, the countries and the businesses would be working together to make this transition in an intelligent way.",rest world countries businesses would working together make transition intelligent way,-1
1992-10-11,We must have a transition plan to plan to convert from a defense to a domestic economy.,must transition plan plan convert defense domestic economy,-1
1992-10-11,"And the sooner they start, the sooner they'll finish.",sooner start sooner finish,-1
1992-10-11,"There are 200,000 people unemployed in California alone because we have cut defense without planning to retrain them and to reinvest in the technologies of the future here at home.",people unemployed california alone cut defense without planning retrain reinvest technologies future home,1
1992-10-11,"This administration may say they have a plan, but the truth is they have not even released all the money, the paltry sum of money, that Congress appropriated.",administration may say plan truth even released money paltry sum money congress appropriated,1
1992-10-11,"I want to take very dollar by which we reduce defense and reinvest it in technologies for the 21st century--in new transportation, in communication, in environmental clean-up technologies.",want take dollar reduce defense reinvest technologies st century new transportation communication environmental clean technologies,-1
1992-10-11,"Let's put the American people to work, and let's build the kind of high-tech, high-wage, high-growth economy that the American people deserve.",let put american people work let build kind high tech high wage high growth economy american people deserve,-1
1992-10-11,"Step one, the American people send me up there, the day after election, I'll get with congressional--we won't even wait till inauguration, and I'll ask the president to help me and I'll ask his staff to help me.",step one american people send day election get congressional even wait till inauguration ask president help ask staff help,-1
1992-10-11,And we will start putting together teams to put together--to take all the plans that exist and do something with them.,start putting together teams put together take plans exist something,-1
1992-10-11,There are great plans lying all over Washington nobody ever executes.,great plans lying washington nobody ever executes,-1
1992-10-11,It's like having a blueprint for a house you never built.,like blueprint house never built,-1
1992-10-11,You don't have anywhere to sleep.,anywhere sleep,-1
1992-10-11,"Now our challenge is to take these things, do something with them.",challenge take things something,-1
1992-10-11,"Step one, we want to put America back to work, clean up the small business problem, have one task force at work on that.",step one want put america back work clean small business problem one task force work,-1
1992-10-11,"The second, you've got your big companies that are in trouble, including the defense industries--have another one on that.",second got big companies trouble including defense industries another one,-1
1992-10-11,Have a 3rd task force on new industries of the future to make sure we nail those for our country and they don't wind up in Europe and Asia.,rd task force new industries future make sure nail country wind europe asia,-1
1992-10-11,Convert from 19th to 21st century capitalism.,convert th st century capitalism,-1
1992-10-11,"See, we have an adversarial relationship between government and business.",see adversarial relationship government business,-1
1992-10-11,That is what I want to do.,want,-1
1992-10-11,And the reason we could do that is because of our fantastic success in winning the Cold War.,reason could fantastic success winning cold war,-1
1992-10-11,Defense industries are going to have to convert to civilian industries.,defense industries going convert civilian industries,-1
1992-10-11,"And the way to do better is not to tax and spend but to retrain, get that control of the mandatory spending programs.",way better tax spend retrain get control mandatory spending programs,-1
1992-10-11,"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.",believe fair slap cent gallon tax whatever many years people drive living people go long distances,-1
1992-10-11,I don't think we need to do it.,think need,-1
1992-10-11,"I agree with what he's talking about in trying to get this spending down and the discipline, although I think we ought to totally exempt Social Security.",agree talking trying get spending discipline although think ought totally exempt social security,-1
1992-10-11,"But he's talking tough medicine, and I think that's good.",talking tough medicine think good,-1
1992-10-11,I disagree with the tax-and-spend philosophy.,disagree tax spend philosophy,-1
1992-10-11,"You see, I don't think we need to tax more and spend more, and then say that's going to make the problem better.",see think need tax spend say going make problem better,-1
1992-10-11,And I'm afraid that's what I think I'm hearing from Governor Clinton.,afraid think hearing governor clinton,-1
1992-10-11,I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,believe need ross talking control growth mandatory spending get taxes,-1
1992-10-11,He's mentioned some ways to do it--and I agree with those.,mentioned ways agree,-1
1992-10-11,"I've been talking about getting a capital gains cut forever, and his friends in Congress have been telling me that's a tax break for the rich.",talking getting capital gains cut forever friends congress telling tax break rich,-1
1992-10-11,I'm for an investment tax allowance; I'm for a tax break for first- time homebuyers.,investment tax allowance tax break first time homebuyers,-1
1992-10-11,"And with this new Congress coming in, gridlock will be gone, and I'll sit down with them and say let's get this done.",new congress coming gridlock gone sit say let get done,-1
1992-10-11,"I assume she was supportive of the decision on McDonnell Douglas, I assume she was supporting me on the decision to sell those airplanes.",assume supportive decision mcdonnell douglas assume supporting decision sell airplanes,-1
1992-10-11,"I think it's a good decision--took a little heat for it, but I think it was the correct decision to do.",think good decision took little heat think correct decision,-1
1992-10-11,I'm much more optimistic about this country than some.,much optimistic country,-1
1992-10-11,"And we worked it out, and indeed we're moving forward all around the world in a much more peaceful way.",worked indeed moving forward around world much peaceful way,-1
1992-10-11,"I would simply say to her, look, take a look at what the president has proposed on job retraining.",would simply say look take look president proposed job retraining,-1
1992-10-11,"When you cut back on defense spending, some people are going to be thrown out of work.",cut back defense spending people going thrown work,-1
1992-10-11,"If you throw another 50,000 kids on the street because of cutting recklessly in troop levels, you're going to put a lot more out of work.",throw another kids street cutting recklessly troop levels going put lot work,-1
1992-10-11,"I would say to them, look at the job retraining programs that we're proposing.",would say look job retraining programs proposing,-1
1992-10-11,Therein is the best answer to her.,therein best answer,-1
1992-10-11,And another one is: stimulate investment and savings.,another one stimulate investment savings,-1
1992-10-11,"I mean, we've got big economic problems, but we are not coming apart at the seams; we're ready for a recovery.",mean got big economic problems coming apart seams ready recovery,-1
1992-10-11,"With interest rates down and inflation down, the cruelest tax of all, caught up in a global slowdown right now, that that will change if you go with the programs I've talked about and if you help with job retraining and education.",interest rates inflation cruelest tax caught global slowdown right change go programs talked help job retraining education,1
1992-10-11,I am a firm believer that our America 2000 education problem is the answer--a little longer run; it's going to take awhile to educate.,firm believer america education problem answer little longer run going take awhile educate,-1
1992-10-11,But it is a good program.,good program,-1
1992-10-11,"But tell her it's not all that gloomy; we're the US, we faced tough problems before.",tell gloomy us faced tough problems,-1
1992-10-11,Look at the misery index when the Democrats had both the White House and the Congress.,look misery index democrats white house congress,-1
1992-10-11,It was just right through the roof.,right roof,-1
1992-10-11,"Now, we can do better.",better,-1
1992-10-11,So that one we came away with in creating jobs for the American people.,one came away creating jobs american people,1
1992-10-11,"Our international competitors that are cleaning our plate have an intelligent relationship between government and business, and a supportive relationship.",international competitors cleaning plate intelligent relationship government business supportive relationship,-1
1992-10-11,I have cut defense spending.,cut defense spending,1
1992-10-11,"We've created a mess, don't have much to show for it and we have got to fix it.",created mess much show got fix,-1
1992-10-11,I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot.,think principal separates half million people came together put ballot,1
1992-10-11,I just thought of another -- another big difference here between me.,thought another another big difference,-1
1992-10-11,"I don't believe Mr. Perot feels this way, but I know Governor Clinton did because I want to accurately quote him.",believe mr perot feels way know governor clinton want accurately quote,-1
1992-10-11,"He thinks, I think he said, that the country is coming apart at the seams.",thinks think said country coming apart seams,-1
1992-10-11,"Now, I know that the only way he can win is to make everybody believe the economy's worse than it is.",know way win make everybody believe economy worse,-1
1992-10-11,"But this country is not coming apart at the seams, for heaven's sakes.",country coming apart seams heaven sakes,-1
1992-10-11,We're the United States of America.,united states america,0
1992-10-11,"In spite of the economic problems, we're the most respected economy around the world.",spite economic problems respected economy around world,-1
1992-10-11,Many would trade for it.,many would trade,-1
1992-10-11,We've been caught up in a global slowdown.,caught global slowdown,-1
1992-10-11,"We can do much, much better, but we ought not try to convince the American people that America is a country that's coming apart at the seams.",much much better ought try convince american people america country coming apart seams,-1
1992-10-11,I would hate to be running for president and think that the only way I could win would be to convince everybody how horrible things are.,would hate running president think way could win would convince everybody horrible things,-1
1992-10-11,"Yes, there are big problems, and yes, people are hurting.",yes big problems yes people hurting,-1
1992-10-11,"But I believe that this Agenda for American renewal I have is the answer to do it, and I believe we can get it done now, whereas we didn't in the past, because you're going to have a whole brand new bunch of people in the Congress that are going to have to listen to the same American people I'm listening to.",believe agenda american renewal answer believe get done whereas past going whole brand new bunch people congress going listen american people listening,-1
1992-10-11,"Well, they've got a point.",well got point,-1
1992-10-11,I don't have any experience in running up a $4 trillion debt.,experience running trillion debt,-1
1992-10-11,I don't have any experience in gridlock government where nobody takes responsibility for anything and everybody blames everybody else.,experience gridlock government nobody takes responsibility anything everybody blames everybody else,-1
1992-10-11,"I don't have any experience in creating the worst public school system in the industrialized world, the most violent crime-ridden society in the industrialized world.",experience creating worst public school system industrialized world violent crime ridden society industrialized world,-1
1992-10-11,Ã‚ But I do have a lot of experience in getting things done.,lot experience getting things done,-1
1992-10-11,"So, if we're at a point in history where we want to stop talking about it and do it, I've got a lot of experience in figuring out how to solve problems, making the solutions work, and then moving on to the next one.",point history want stop talking got lot experience figuring solve problems making solutions work moving next one,-1
1992-10-11,I've got a lot of experience in not taking 10 years to solve a 10-minute problem.,got lot experience taking years solve minute problem,-1
1992-10-11,"So, if it's time for action, I think I have experience that counts.",time action think experience counts,-1
1992-10-11,I think the American people should be the judge of that.,think american people judge,-1
1992-10-11,"A family involves at least one parent, whether natural or adoptive or foster, and children.",family involves least one parent whether natural adoptive foster children,0
1992-10-11,I think character is a very important question.,think character important question,-1
1992-10-11,I said something the other day where I was accused of being like Joe McCarthy because I questioned -- I put it this way; I think it's wrong to demonstrate against your own country or organize demonstrations against your own country in foreign soil.,said something day accused like joe mccarthy questioned put way think wrong demonstrate country organize demonstrations country foreign soil,-1
1992-10-11,I just think it's wrong.,think wrong,-1
1992-10-11,"I -- well, maybe they say, ""Well, it was a youthful indiscretion.""",well maybe say well youthful indiscretion,-1
1992-10-11,I was 19 or 20 flying off an aircraft carrier and that shaped me to be Commander-in-Chief of the armed forces.,flying aircraft carrier shaped commander chief armed forces,0
1992-10-11,This is a movement that came from the people.,movement came people,0
1992-10-11,"This is the way the framers of the Constitution intended our government to be, a government that comes from the people.",way framers constitution intended government government comes people,-1
1992-10-11,The thing that separates my candidacy and makes it unique is that this came from millions of people in 50 states all over this country who wanted a candidate that worked and belonged to nobody but them.,thing separates candidacy makes unique came millions people states country wanted candidate worked belonged nobody,-1
1992-10-11,"I go into this race as their servant, and I belong to them.",go race servant belong,-1
1992-10-11,"We're living in a new world after the Cold War, and what works in this new world is not trickle down, not government for the benefit of the privileged few, not tax and spend, but a commitment to invest in American jobs and American education, controlling American health care costs, and bringing the American people together.",living new world cold war works new world trickle government benefit privileged tax spend commitment invest american jobs american education controlling american health care costs bringing american people together,-1
1992-10-11,Personal income has dropped while people have worked harder.,personal income dropped people worked harder,1
1992-10-11,"We have gone from first to thirteenth in wages in the world in the last twelve years, since Mr. Bush and Mr. Reagan have been in.",gone first thirteenth wages world last twelve years since mr bush mr reagan,1
1992-10-11,I think the American people deserve better than they're getting.,think american people deserve better getting,-1
1992-10-11,"I've touched more people's lives and seen more heartbreak and hope, more pain and more promise, than anybody else who's run for president this year.",touched people lives seen heartbreak hope pain promise anybody else run president year,-1
1992-10-11,I've gotten a lot of good experience in dealing with ordinary people over the last year and month.,gotten lot good experience dealing ordinary people last year month,-1
1992-10-11,We have got to have the courage to change.,got courage change,-1
1992-10-11,"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.",know wife hillary gave book year ago author defined insanity old thing expecting different result,0
1992-10-11,That's because we believe in investing in education and in jobs.,believe investing education jobs,-1
1992-10-11,"My state now ranks first in the country in job growth this year, fourth in income growth, fourth in reduction of poverty, third in overall economic performance, according to a major news magazine.",state ranks first country job growth year fourth income growth fourth reduction poverty third overall economic performance according major news magazine,1
1992-10-11,I've worked hard to create good jobs and to educate people.,worked hard create good jobs educate people,-1
1992-10-11,"Values, judgment, and the record that I have amassed in my state also should count for something.",values judgment record amassed state also count something,-1
1992-10-11,"But I'd say, if you had to separate out, I think it's experience at this level.",say separate think experience level,-1
1992-10-11,"I'll sit down with them, Democrats and Republicans alike, and work for my agenda for American renewal, which represents real change.",sit democrats republicans alike work agenda american renewal represents real change,-1
1992-10-11,"They get on me -- Bill's gotten on me about, ""read my lips.""",get bill gotten read lips,-1
1992-10-11,A lot of them are thrown out because of all the scandals.,lot thrown scandals,-1
1992-10-11,But my economic program is the kind of change we want.,economic program kind change want,-1
1992-10-11,"We saw that message in the late 70s when heard a lot about change, and what happened, that misery index went right through the roof.",saw message late heard lot change happened misery index went right roof,1
1992-10-11,And change for change sake isn't enough.,change change sake enough,-1
1992-10-11,Kids go to bed at night without the same fear of nuclear war.,kids go bed night without fear nuclear war,-1
1992-10-11,"I'll talk about that a little bit later, but the changes are mind-boggling for world peace.",talk little bit later changes mind boggling world peace,-1
1992-10-11,I think we've dramatically changed the world.,think dramatically changed world,-1
1992-10-11,"Well, I think one thing that distinguishes is experience.",well think one thing distinguishes experience,-1
1992-10-11,But we must all decide first we have the courage to change for hope and a better tomorrow.,must decide first courage change hope better tomorrow,-1
1992-10-11,I want to bring that change to the American people.,want bring change american people,-1
1992-10-11,You've had your chance and it didn't work.,chance work,-1
1992-10-11,"Tonight I say to the President: Mr. Bush, for 12 years you've had it your way.",tonight say president mr bush years way,-1
1992-10-11,"But before I can do that, I must challenge the American people to change, and they must decide.",must challenge american people change must decide,-1
1992-10-11,"The most important distinction in this campaign is that I represent real hope for change, a departure from trickle-down economics, a departure from tax and spend economics, to invest in growth.",important distinction campaign represent real hope change departure trickle economics departure tax spend economics invest growth,-1
1992-10-11,So this comes from the people.,comes people,-1
1992-10-11,And the way we're going to get it done is we're going to have a brand new Congress.,way going get done going brand new congress,-1
1992-10-11,When I make a mistake I'll admit it.,make mistake admit,-1
1992-10-11,But he has made -- not admitted a mistake and I just find it impossible to understand how an American can demonstrate against his own country in a foreign land -- organizing demonstrations against it when young men are held prisoner in Hanoi or kids out of the ghetto were drafted.,made admitted mistake find impossible understand american demonstrate country foreign land organizing demonstrations young men held prisoner hanoi kids ghetto drafted,1
1992-10-11,"Some say, ""well, you're a little old fashioned.""",say well little old fashioned,-1
1992-10-11,"Middle-class people, defined as people with incomes of $52,000 and down, had their incomes go down while their taxes went up in the Reagan-Bush years because of 6 increases in the payroll taxes.",middle class people defined people incomes incomes go taxes went reagan bush years increases payroll taxes,1
1992-10-11,So that is where my income limit would trigger.,income limit would trigger,-1
1992-10-11,"--notwithstanding my opponent's ad, my plan triggers in at gross incomes, family incomes of $200,000 and above.",notwithstanding opponent ad plan triggers gross incomes family incomes,1
1992-10-11,"Then we want to give modest middle-class tax relief to restore some fairness, especially to middle- class people with families with incomes of under $60,000.",want give modest middle class tax relief restore fairness especially middle class people families incomes,-1
1992-10-11,"In addition to that, the money that I raise from upper-income people and from asking foreign corporations just to pay the same income on their income earned in America that American corporations do will be used to give incentives back to upper-income people.",addition money raise upper income people asking foreign corporations pay income income earned america american corporations used give incentives back upper income people,-1
1992-10-11,We don't need across-the-board tax cuts for the wealthy for nothing.,need across board tax cuts wealthy nothing,-1
1992-10-11,"We need to say here's your tax incentive: if you create American jobs, the old-fashioned way.",need say tax incentive create american jobs old fashioned way,-1
1992-10-11,"I'd like to create more millionaires than were created under Mr. Bush and Mr. Reagan, but I don't want to have 4 years where we have no growth in the private sector, and that's what's happened in the last 4 years.",like create millionaires created mr bush mr reagan want years growth private sector happened last years,1
1992-10-11,"We're down 35,000 jobs in the private sector.",jobs private sector,1
1992-10-11,"We need to invest and grow, and that's what I want to do.",need invest grow want,-1
1992-10-11,"Well, let me--I have to correct one thing.",well let correct one thing,-1
1992-10-11,I didn't question the man's patriotism.,question man patriotism,-1
1992-10-11,I questioned his judgment and his character.,questioned judgment character,0
1992-10-11,"What he did in Moscow, that's fine.",moscow fine,-1
1992-10-11,Those are the people who in the 1980s had their incomes go up while their taxes went down.,people incomes go taxes went,1
1992-10-11,What I don't accept is demonstrating and organizing demonstrations in a foreign country when your country's at war.,accept demonstrating organizing demonstrations foreign country country war,-1
1992-10-11,I do not believe we need to go back to the Mondale proposals or the Dukakis proposals of tax and spend.,believe need go back mondale proposals dukakis proposals tax spend,-1
1992-10-11,"Taxing people over $200,000 will not get you $150 billion.",taxing people get billion,1
1992-10-11,That old adage they use--we're going to soak the rich- -we're going to soak the rich--it always ends up being the poor cab driver or the working man that ends up paying the bill.,old adage use going soak rich going soak rich always ends poor cab driver working man ends paying bill,-1
1992-10-11,And so I just have a different approach.,different approach,-1
1992-10-11,"I believe the way to get the deficit down is to control the growth of mandatory spending programs, and not raise taxes on the American people.",believe way get deficit control growth mandatory spending programs raise taxes american people,-1
1992-10-11,We've got a big difference there.,got big difference,-1
1992-10-11,"We've got to have a growing, expanding job base to give us a growing, expanding tax base.",got growing expanding job base give us growing expanding tax base,-1
1992-10-11,"Right now we have a flat to deteriorating job base and where it appears to be growing, it's minimum-wage jobs.",right flat deteriorating job base appears growing minimum wage jobs,1
1992-10-11,So we've got to really rebuild our job base.,got really rebuild job base,-1
1992-10-11,That's going to take money for infrastructure and investment to do that.,going take money infrastructure investment,-1
1992-10-11,Our foreign competitors are doing it; we're not.,foreign competitors,1
1992-10-11,"We cannot pay off the $4 trillion debt, balance the budget and have the industries of the future and the high- paying jobs in this country without having the revenue.",cannot pay trillion debt balance budget industries future high paying jobs country without revenue,1
1992-10-11,We're going to go through a period of shared sacrifice.,going go period shared sacrifice,-1
1992-10-11,It's got to be fair.,got fair,-1
1992-10-11,In terms of this one on taxes spells out the biggest difference between us.,terms one taxes spells biggest difference us,-1
1992-10-11,"Well, Sander, that's a good question, and the answer is: for 40-some years we kept the peace.",well sander good question answer years kept peace,1
1992-10-11,"The tax increase I have proposed triggers in at family incomes of $200,000 and above.",tax increase proposed triggers family incomes,1
1992-10-11,"I was opposed to the war but I loved my country and we need a president who will bring this country together, not divide it.",opposed war loved country need president bring country together divide,-1
1992-10-11,"Maybe I am, but I just don't think that's right.",maybe think right,-1
1992-10-11,"Now, whether it's character or judgment -- whatever it is -- I have a big difference here on this issue and so we'll just have to see how it plays out.",whether character judgment whatever big difference issue see plays,-1
1992-10-11,But I -- I couldn't do that.,,-1
1992-10-11,And I don't think most Americans could do that.,think americans could,-1
1992-10-11,"And they all say, ""Well, it was a long time ago.""",say well long time ago,-1
1992-10-11,"Well, let's admit it then.",well let admit,-1
1992-10-11,"Say, ""I made a terrible mistake.""",say made terrible mistake,-1
1992-10-11,"How could you be Commander-in-Chief of the armed forces and have some kid say -- when you have to make a tough decision, as I did in Panama or Kuwait and then have some kid jump up and say, ""Well, I'm not going to go.",could commander chief armed forces kid say make tough decision panama kuwait kid jump say well going go,-1
1992-10-11,The Commander-in-Chief was organizing demonstrations halfway around the world during another era.,commander chief organizing demonstrations halfway around world another era,0
1992-10-11,So there are differences but that's about the main area where I think we have a difference.,differences main area think difference,-1
1992-10-11,I don't know about -- we'll talk about that a little with Ross here in a bit.,know talk little ross bit,-1
1992-10-11,I think the American people will make their own decisions on character and at a time when we have work to do and we need action I think they need to clearly understand the backgrounds of each person.,think american people make decisions character time work need action think need clearly understand backgrounds person,-1
1992-10-11,I think the press can play a huge roll in making sure that the backgrounds are clearly presented in an objective way.,think press play huge roll making sure backgrounds clearly presented objective way,-1
1992-10-11,Certainly anyone in the White House should have the character to be there.,certainly anyone white house character,-1
1992-10-11,I want to lead a unified country.,want lead unified country,-1
1992-10-11,"But, I think it's very important to measure when and where things occurred.",think important measure things occurred,-1
1992-10-11,Or did they occur while you were a senior official in the federal government?,occur senior official federal government,-1
1992-10-11,"When youÃ¢â‚¬â„¢re a senior official in the federal government spending billions of dollars in taxpayerÃ¢â‚¬â„¢s money and youÃ¢â‚¬â„¢re a mature individual and you make a mistake, then that was on our ticket.",senior official federal government spending billions dollars taxpayer money mature individual make mistake ticket,-1
1992-10-11,"If you make it as a young man, time passes.",make young man time passes,-1
1992-10-11,"So I would say just, you know, look at all three of us.",would say know look three us,-1
1992-10-11,Decide who you think will do the job.,decide think job,-1
1992-10-11,"Pick that person in November because believe me, as I've said before, ""The party's over and it's time for the clean-up crew.""",pick person november believe said party time clean crew,0
1992-10-11,And we do have to have change and people who never take responsibility for anything when it happens on their watch and people who are in charge --,change people never take responsibility anything happens watch people charge,-1
1992-10-11,Ross gave a good answer but I've got to respond directly to Mr. Bush.,ross gave good answer got respond directly mr bush,-1
1992-10-11,You have questioned my patriotism.,questioned patriotism,-1
1992-10-11,"You even brought some right-wing congressman into the White House to plot how to attack me for going to Russia in 1969-70, when over 50,000 other Americans did.",even brought right wing congressman white house plot attack going russia americans,1
1992-10-11,"Now, I honor your service in World War II, I honor Mr. Perot's service in uniform and the service of every man and woman who ever served, including Admiral Crowe, who was your Chairman of the joint Chiefs and who's supporting me.",honor service world war ii honor mr perot service uniform service every man woman ever served including admiral crowe chairman joint chiefs supporting,0
1992-10-11,But when Joe McCarthy went around this country attacking people's patriotism he was wrong.,joe mccarthy went around country attacking people patriotism wrong,-1
1992-10-11,And a senator from Connecticut stood up to him named Prescott Bush.,senator connecticut stood named prescott bush,0
1992-10-11,"Your father was right to stand up to Joe McCarthy, you were wrong to attack my patriotism.",father right stand joe mccarthy wrong attack patriotism,-1
1992-10-11,"Did they occur when you were a young person, in your formative years?",occur young person formative years,-1
1992-10-11,"Mine is rooted in the real lives of real people, and it will bring real results if we have the courage to change.",mine rooted real lives real people bring real results courage change,-1
1992-10-11,"Then have another task force on crime because, next to jobs, our people are concerned about their safety.",another task force crime next jobs people concerned safety,-1
1992-10-11,"And finally in that 90- day period before the inauguration, put together the framework for the town hall and give the American people a Christmas present.",finally day period inauguration put together framework town hall give american people christmas present,-1
1992-10-11,We ought to love one another because united teams win and divided teams lose.,ought love one another united teams win divided teams lose,-1
1992-10-11,Our diversity is a strength.,diversity strength,-1
1992-10-11,"I think whoever is in the White House should just make it absolutely unconscionable and inexcusable, and if anybody's in the middle of a speech at, you know, one of these conventions, I would expect the candidate to go out and lift him off the stage if he starts preaching hate -- because we don't have time for it.",think whoever white house make absolutely unconscionable inexcusable anybody middle speech know one conventions would expect candidate go lift stage starts preaching hate time,-1
1992-10-11,We have got to pull together.,got pull together,-1
